nb_variables,CI_train,CI_test,cdAUC_train,cdAUC_test
1,0.6385558459935176,0.5362510060165909,0.6465813501218799,0.5333934286703942
2,0.6364258223873251,0.5665864248768144,0.6586499256842047,0.5675140647322917
3,0.6377681795526768,0.5690280789144849,0.6630343546021004,0.567876317569834
4,0.6417074910736051,0.5713264591718429,0.6771211005020565,0.5712782541147796
5,0.6412538090379428,0.5689552448393986,0.6763082891977674,0.5703441322112408
6,0.6410766656549007,0.5577190401553935,0.6797574439533082,0.5623940447758662
7,0.6405939986858121,0.5519563826939997,0.6817342668802517,0.5594745968290826
8,0.6320809974647574,0.5413517684927052,0.660182562562674,0.5513322773591709
9,0.631703829290687,0.5371973916830293,0.6837739006986865,0.5371528015180677
10,0.6314635567868728,0.5373264239410938,0.6840133696360129,0.5372649885925859
11,0.6312619872633476,0.5372659317789854,0.6854827530930361,0.5380387208918815
12,0.6262112939557871,0.5313695975241174,0.6712562793606667,0.5246065229623695
13,0.6204582194658476,0.5277367478921061,0.6627634274954135,0.5204838164709875
14,0.6259318099098028,0.5347933788691241,0.661480529553974,0.5276578520275229
15,0.625933534493747,0.5347674889014865,0.661480529553974,0.5276578520275229
16,0.6259352590776912,0.5347804338853053,0.661480529553974,0.5276578520275229
17,0.6246960322655649,0.5325868854982085,0.6373115102425382,0.5237743797507448
18,0.6248325805642223,0.5326813155618023,0.6373086766920183,0.5236453046909355
19,0.6248352445506757,0.5326683705779836,0.6373037935844211,0.5236453046909355
20,0.610679429171578,0.5284224158854268,0.6309661816523813,0.5232632424100265
21,0.6040785263102633,0.5252010313754886,0.6160751228086804,0.5186693777357607
22,0.6046584174013903,0.5261460151942587,0.6177699324797826,0.5159811087812793
23,0.605359892180747,0.5267544294337411,0.6187350002927965,0.5169717051920062
24,0.6061769120036833,0.5263660799191779,0.6198472451593816,0.5167813010653352
25,0.6061666317767445,0.5267087803989586,0.6198487922882273,0.5167813010653352
26,0.6061679244344488,0.5267087803989586,0.6198472451593816,0.5167813010653352
27,0.6063203408398286,0.5270514808787393,0.6198830350955257,0.5176810036361797
28,0.6063280133639796,0.5270514808787393,0.6198880643150084,0.5176810036361797
29,0.6063297384680929,0.5270514808787393,0.6198880643150084,0.5176810036361797
30,0.6063293060216839,0.5270514808787393,0.6198896114438541,0.5176810036361797
31,0.6063314614915294,0.5270514808787393,0.6198880643150084,0.5176810036361797
32,0.6063889868630152,0.5270514808787393,0.6199002731973013,0.5176810036361797
33,0.6063516500852838,0.5267773204949148,0.6199949882448776,0.5175254470326478
34,0.6063451420693545,0.5267773204949148,0.6199911877361759,0.5175254470326478
35,0.6073815091577549,0.526914400686827,0.6217686441749136,0.5177126532401913
36,0.6095322265649059,0.5315043782146021,0.6247282686003406,0.5238864513412602
37,0.610396409039453,0.5323624125359749,0.6262747697332961,0.5240920455816178
38,0.6155862938510153,0.53580611144898,0.6164504341722571,0.5289606398744384
39,0.6160816678593604,0.5358963897688173,0.6175500287016711,0.5292832500996896
40,0.6164803541031191,0.5367232228421402,0.6182604410587622,0.5303398437985715
41,0.616483372905275,0.5367232228421402,0.6182736147363573,0.5303398437985715
42,0.6233206876627928,0.5334801263018052,0.6147320433979138,0.5291523155616653
43,0.6228964661644658,0.5324856969096039,0.6145964477291447,0.5290536654510317
44,0.6225847859912644,0.5328089853622078,0.6144695962954748,0.5301994761617459
45,0.6225838968926357,0.5327404452662516,0.6144985945573272,0.5300906173047203
46,0.6225788254509007,0.5327815693238254,0.6145128962696979,0.5300906173047203
47,0.6225733733048413,0.5327267372470604,0.6145013662154188,0.5297718236244986
48,0.622574959225083,0.532699321208678,0.6144795759729605,0.5297718236244986
49,0.6225729034284184,0.5327404452662516,0.614470497153318,0.5300906173047203
50,0.6225703165525023,0.5327130292278692,0.6144989370320066,0.5297718236244986
51,0.6225684938673437,0.532754153285443,0.6144783151248367,0.5300906173047203
52,0.6229578498376865,0.5329554955673221,0.6147009558440344,0.5302598147696254
53,0.6229160469834042,0.5324854117092047,0.6148057877967654,0.5294654381547022
54,0.6229068248345746,0.5324991197283959,0.6147771287837983,0.5297842318349237
55,0.6228950508546588,0.532457710470423,0.6147724584377798,0.5299679693337651
56,0.6229026657132883,0.5324582808712215,0.6148065139813993,0.5297842318349237
57,0.6229051995321309,0.5324991197283959,0.6147963982182632,0.5297842318349237
58,0.6229059126294618,0.5324719888904127,0.6147787054634866,0.5299679693337651
59,0.6229115008498363,0.5324180124148457,0.6147751313499407,0.5299679693337651
60,0.6229013342296218,0.5324873043140383,0.6147970212654498,0.5296491756535433
61,0.6229169170277571,0.5324728444916106,0.6148060932245378,0.5297842318349237
62,0.6229050635053449,0.5325262505663791,0.6147848023396445,0.5298930906919495
63,0.6229083843398401,0.5324582808712215,0.6147943685250543,0.5297842318349237
64,0.6229059800592881,0.5324851265088054,0.6147761981631209,0.5299679693337651
65,0.6225199404442103,0.5316785348703728,0.6146581740765498,0.529195845661469
66,0.6227690547975214,0.5330876456431277,0.6162344103493902,0.531703682807143
67,0.6230318430868718,0.5331127725753928,0.6172624362141484,0.5328857446406495
68,0.6236231524911557,0.5327123771177519,0.6181663932494158,0.5334657481842948
69,0.6236609689139808,0.533112377117752,0.6182124833011166,0.5339068711461407
70,0.6266620654037925,0.5383709169836252,0.6228070520205458,0.5440565048596477
71,0.6266595963778597,0.5384763779001447,0.6228514431273693,0.5445836757354252
72,0.6266579112236467,0.538357208964434,0.6228384515976262,0.5445496202003882
73,0.6266590445992968,0.5384370844574392,0.6228411561658742,0.5439842688497961
74,0.6283197710068131,0.5583327135347036,0.6222560554834873,0.5623368744582621
75,0.6283051407448409,0.5583222225067164,0.6222527046612244,0.5620903167878918
76,0.6283034830459423,0.5583450687739997,0.6222174579283399,0.5618437591175216
77,0.6283035324028434,0.558409953619456,0.6222244620253036,0.5624205368769287
78,0.6283006672700254,0.5583827741559949,0.6222156931399425,0.56177152310767
79,0.6283078394778029,0.5583373870537806,0.6222048973691079,0.5615249654372997
80,0.6283084429879354,0.5583652391691238,0.62222475006233,0.5618437591175216
81,0.6282924588021261,0.5585284135158437,0.6221127783387422,0.562118439544052
82,0.6282939624030072,0.5585255144332506,0.6221218853725183,0.562118439544052
83,0.6254785439960027,0.6124833025642279,0.6235404928591823,0.6167891113240591
84,0.6249445421131329,0.6123428776042792,0.6233842253678262,0.6168127286447476
85,0.6246731135992352,0.6128334077600865,0.6233876788605748,0.6165208770492046
86,0.6242772937318809,0.6127036491398645,0.6235382920763601,0.6165876917442904
87,0.624082727413575,0.612083480901565,0.6233358655011693,0.6168607409465062
88,0.623830732764031,0.6117468045384211,0.6234731606726127,0.6161508175850969
89,0.6238495044808934,0.6117134896574388,0.6233402335267634,0.6161508175850969
90,0.6238357061432616,0.61167631291823,0.623316068508697,0.6161508175850969
91,0.6238410296108391,0.6117392961090518,0.6233615945198588,0.6162128802186903
92,0.623824573753085,0.6117364958510846,0.6233336418796661,0.6165959555088366
93,0.6238175245009904,0.6118377750566529,0.6233374887139113,0.6163973752554671
94,0.6238251181502783,0.6117387765160662,0.6233028736444803,0.6163484270391644
95,0.623823622141159,0.6117231758920412,0.6233355762819395,0.6164103292694632
96,0.6238392965871572,0.6117908479105412,0.6234703472502042,0.6163364438244703
97,0.6238325737035622,0.6117409543212993,0.6233277009998368,0.6161508175850969
98,0.6238170396435432,0.6117134478994266,0.6233073633805202,0.6161508175850969
99,0.6238355470222005,0.6117264346412575,0.6233479765777155,0.6162128802186903
100,0.623815754513353,0.6117570327802974,0.6233343968147046,0.6163364438244703
101,0.6238169611986792,0.6117392543510394,0.6233462008597245,0.616102840168096
102,0.6238357266744456,0.6116736990360361,0.6233527414601937,0.6164104896727578
103,0.6238425008346085,0.6117748529675677,0.6233396362031973,0.6163364438244703
104,0.6238185943230048,0.6117765305235393,0.6233196800463212,0.6161148233827902
105,0.6238370689777828,0.6116714377147785,0.6233491558136394,0.6161637715990929
106,0.6230853137933875,0.610041423341025,0.6229373558635283,0.6151244371718735
107,0.6226250714840479,0.6096372089218621,0.6227593523090553,0.6151236882445554
108,0.6220760256579764,0.6090618943847083,0.6228541661503568,0.6147480296028582
109,0.6220837875830411,0.6091849994066482,0.6229405630366008,0.6147480296028582
110,0.6220924205330611,0.6100799726552425,0.6225298877619936,0.6156581058602355
111,0.6223176954844295,0.6108107609929583,0.6220435198297399,0.6163705028201201
112,0.6229492181051601,0.6092331792493112,0.6221762855689457,0.6135477815788042
113,0.6229517135143321,0.609196522103088,0.6222364813913097,0.6137943392491745
114,0.6229585065281414,0.6092567467939547,0.6221015552408213,0.6135477815788042
115,0.6229585921199238,0.6091916886576487,0.6223231597204936,0.6137943392491745
116,0.6229580378064667,0.60917874367383,0.622119190987078,0.6138564018827679
117,0.6229526655496754,0.60917874367383,0.6220836770780009,0.6135477815788042
118,0.6229730861693293,0.6091943442978549,0.6221008181190569,0.6134868501478073
119,0.6229534488553904,0.6092147783673191,0.622124124446903,0.6134868501478073
120,0.6229429114185809,0.6091475424257801,0.6220921499158026,0.6135477815788042
121,0.6229484680979847,0.6092331792493113,0.6220950070661371,0.6135477815788042
122,0.6229467040165024,0.6091830992842959,0.6222174080533716,0.6136098442123975
123,0.6229484226418853,0.6091813993140361,0.6223173049684536,0.6134868501478073
124,0.6229700185629456,0.6091501980659861,0.6222124319232254,0.6136098442123975
125,0.622941859658033,0.6091189968179362,0.62220436250654,0.6136098442123975
126,0.622950290427533,0.6091319418017551,0.6222077817513817,0.6135477815788042
127,0.622976710403748,0.609163143049805,0.622204844426104,0.6137943392491745
128,0.6229630564402212,0.6091216524581424,0.6221268348991122,0.6136098442123975
129,0.6233469135958142,0.6099333203193966,0.621654010727442,0.6148162163895473
130,0.6233455913545894,0.6098757512687359,0.621661233070963,0.6149590085228184
131,0.623349613488017,0.6104403524935617,0.621679999295554,0.615578285984344
132,0.6233436798379092,0.6104737315468445,0.6214417252814538,0.615435493851073
133,0.6233390103344345,0.610411806885718,0.6216515179326512,0.615578285984344
134,0.6233466008768055,0.6104871543656365,0.6215421351246545,0.6157639122237175
135,0.623329734235657,0.6103408150162652,0.6214908246464373,0.6155173545533472
136,0.6233538110101545,0.6104049174826249,0.6214355363987834,0.6153256142037734
137,0.6233311515468769,0.6104515975071205,0.6213971364825589,0.6157639122237175
138,0.6233439315274849,0.6104554752826135,0.6215558450470466,0.615578285984344
139,0.6233471784436583,0.6104312852852357,0.6215503948841318,0.6155721718741437
140,0.6233463171946643,0.6105425456110641,0.6213799779983644,0.615578285984344
141,0.6233377127844387,0.6104353744303614,0.6216277900779306,0.6155173545533472
142,0.6233546035697703,0.6105200555839463,0.6213877892959776,0.6157639122237175
143,0.6233442267572353,0.6105442455813239,0.621644286339214,0.615578285984344
144,0.6233508691346217,0.6104291074800028,0.6215465297928189,0.615578285984344
145,0.6233342492684093,0.6105296006272454,0.621425118441707,0.6155173545533472
