nb_variables,CI_train,CI_test,cdAUC_train,cdAUC_test
1,0.6329387520537599,0.5653838698015976,0.6592158391762529,nan
2,0.6324442682993039,0.5959086043947339,0.6658867132806054,nan
3,0.6324723685867798,0.5959086043947339,0.6659084856292219,nan
4,0.6324723685867798,0.5959086043947339,0.6659084856292219,nan
5,0.6325576224399435,0.5959266888656536,0.6673925124373692,nan
6,0.632575884600564,0.5959891624924668,0.667487040188741,nan
7,0.6353457673757551,0.5999129446677547,0.666072035866699,nan
8,0.6353581247711083,0.5999359612671069,0.6660621009704771,nan
9,0.6353581247711083,0.5999359612671069,0.6660621009704771,nan
10,0.6353581247711083,0.5999359612671069,0.6660621009704771,nan
11,0.6353749259588792,0.6018781238410204,0.6645141624585476,nan
12,0.6353749259588792,0.6018781238410204,0.6645141624585476,nan
13,0.628897246275959,0.5947873671977174,0.6648390519266684,nan
14,0.6288905805873324,0.594393892951648,0.6646848649499711,nan
15,0.6288905805873324,0.594393892951648,0.6646848649499711,nan
16,0.6288837018401654,0.5945155521196528,0.6646811282728461,nan
17,0.6288837018401654,0.5945155521196528,0.6646811282728461,nan
18,0.6238254462315648,0.57228376078107,0.6580151227261316,nan
19,0.6238219773453064,0.572245826069784,0.6580135048967343,nan
20,0.6332724324079122,0.6026836346703199,0.6697238488378019,nan
21,0.6332762674616426,0.602993810747305,0.6697983304523674,nan
22,0.633236003603287,0.6028446350583285,0.6694637416585916,nan
23,0.6332395654061417,0.6027518488050477,0.669456353565477,nan
24,0.6332395654061417,0.6027518488050477,0.669456353565477,nan
25,0.6332395654061417,0.6027518488050477,0.669456353565477,nan
26,0.6332395654061417,0.6027518488050477,0.669456353565477,nan
27,0.6219704003201959,0.6067054064614466,0.6620226789022506,nan
28,0.621956967724764,0.6067054064614466,0.6619899794466919,nan
29,0.621956967724764,0.6067054064614466,0.6619899794466919,nan
30,0.621956967724764,0.6067054064614466,0.6619899794466919,nan
31,0.6218423016127897,0.6067926851700574,0.6616001422558156,nan
32,0.6218423016127897,0.6067926851700574,0.6616001422558156,nan
33,0.6218423016127897,0.6067926851700574,0.6616001422558156,nan
34,0.6218255434718871,0.6067926851700574,0.6615574483446668,nan
35,0.6270460566212487,0.6134992753793734,0.6663103177384766,nan
36,0.627046570835336,0.6135037950257112,0.6663101193180141,nan
37,0.6270741266608371,0.6136258254768283,0.6663222566612383,nan
38,0.6270741266608371,0.6136258254768283,0.6663222566612383,nan
39,0.6248007577858694,0.6219372029582501,0.6676212193233884,nan
40,0.6249492774753426,0.6203016708886981,0.6641543821807137,nan
41,0.6249492774753426,0.6203016708886981,0.6641543821807137,nan
42,0.6237280423816405,0.6140049787942823,0.6621914549994085,nan
43,0.62371258133253,0.614021722696301,0.6621734959333612,nan
44,0.623753956852619,0.6139921746339151,0.6622019181306567,nan
45,0.6237540820433002,0.6139882348922636,0.6622073887211627,nan
46,0.623778838500479,0.6140305871150166,0.6621689524611201,nan
47,0.6237814988024515,0.6140148281484109,0.6621765963884958,nan
48,0.6237814988024515,0.6140148281484109,0.6621765963884958,nan
49,0.6257796672627876,0.6205055525191603,0.6636998518881333,nan
50,0.6257796672627876,0.6205055525191603,0.6636998518881333,nan
51,0.6257796672627876,0.6205055525191603,0.6636998518881333,nan
52,0.6257796672627876,0.6205055525191603,0.6636998518881333,nan
53,0.6195548423263062,0.6016529037816013,0.6675099723317264,nan
54,0.6195551866006791,0.6016637380711427,0.6675237953709775,nan
55,0.6213937369426688,0.6061215557497485,0.6688645385659712,nan
56,0.6213949262541388,0.6061077666539684,0.6688582191232211,nan
57,0.6213949262541388,0.6061077666539684,0.6688582191232211,nan
58,0.6213994018209866,0.6064111267611294,0.6688630511377944,nan
59,0.6213994018209866,0.6064111267611294,0.6688630511377944,nan
60,0.621407883489628,0.6064889366587454,0.6688668885765916,nan
61,0.621407883489628,0.6064889366587454,0.6688668885765916,nan
62,0.6287698865773323,0.5883052695306982,0.6797792198737067,nan
63,0.6287698865773323,0.5883052695306982,0.6797792198737067,nan
64,0.6287698865773323,0.5883052695306982,0.6797792198737067,nan
65,0.6287698865773323,0.5883052695306982,0.6797792198737067,nan
66,0.6287789004478037,0.5883052695306982,0.6797853660518038,nan
67,0.6288135645268643,0.5883244780276333,0.6797930581243884,nan
68,0.6288769640990383,0.5882871909453475,0.6798342525771904,nan
69,0.6288628685834691,0.5882499038630616,0.6797855688136545,nan
70,0.6288863409441594,0.5883063994422826,0.6798242317008432,nan
71,0.6288863409441594,0.5883063994422826,0.6798242317008432,nan
72,0.6288863409441594,0.5883063994422826,0.6798242317008432,nan
73,0.6288863409441594,0.5883063994422826,0.6798242317008432,nan
74,0.6288863409441594,0.5883063994422826,0.6798242317008432,nan
75,0.6308895298417411,0.6005413690945136,0.6889413849210777,nan
76,0.6308899324803247,0.6005413690945136,0.6889419113384652,nan
77,0.6308907997018892,0.6005413690945136,0.6889421977699046,nan
78,0.6308919147010437,0.6005434196194479,0.6889423872845267,nan
79,0.6418123403086098,0.6154599632546186,0.6933132157686634,nan
80,0.6420381895817852,0.6161007522966133,0.6936263971481905,nan
81,0.6420381895817852,0.6161007522966133,0.6936263971481905,nan
82,0.6420381895817852,0.6161007522966133,0.6936263971481905,nan
83,0.6417456906425123,0.6172269216220625,0.6920660630247695,nan
84,0.6416754421979919,0.6170395007416228,0.6920787915777888,nan
85,0.6393559043037043,0.6163961319883005,0.6939547643943931,nan
86,0.6395258230389836,0.6154023712844923,0.6936572222696057,nan
87,0.6395036565794479,0.6154359218816159,0.6936257717093363,nan
88,0.6406959606333645,0.6221466530971916,0.6921564970628127,nan
89,0.6407329542849988,0.6221063847966777,0.6921048618383417,nan
90,0.6407329542849988,0.6221063847966777,0.6921048618383417,nan
91,0.6407329542849988,0.6221063847966777,0.6921048618383417,nan
92,0.6408957918838656,0.6214082146163262,0.6921602365383085,nan
93,0.6408957918838656,0.6214082146163262,0.6921602365383085,nan
94,0.645202131105934,0.6136384682921319,0.6871901781333408,nan
95,0.645202131105934,0.6136384682921319,0.6871901781333408,nan
96,0.645202131105934,0.6136384682921319,0.6871901781333408,nan
97,0.645202131105934,0.6136384682921319,0.6871901781333408,nan
98,0.6447576800540873,0.6142843836464627,0.6861731842145466,nan
99,0.6444862008098137,0.6147549486167586,0.6863778587993181,nan
100,0.6444667502690081,0.6149497484855251,0.6875461065660844,nan
101,0.64447331637514,0.6149476979605907,0.6875557660314089,nan
102,0.6444571035074467,0.6150392207989286,0.6877449798480294,nan
103,0.6444571035074467,0.6150392207989286,0.6877449798480294,nan
104,0.6444571035074467,0.6150392207989286,0.6877449798480294,nan
105,0.6444571035074467,0.6150392207989286,0.6877449798480294,nan
106,0.6447914636557339,0.614956737253266,0.6873704422997233,nan
107,0.6447914636557339,0.614956737253266,0.6873704422997233,nan
108,0.6447914636557339,0.614956737253266,0.6873704422997233,nan
109,0.6447941254698328,0.6149375287563309,0.6873608590416829,nan
110,0.6447941254698328,0.6149375287563309,0.6873608590416829,nan
111,0.6447941254698328,0.6149375287563309,0.6873608590416829,nan
112,0.6447941254698328,0.6149375287563309,0.6873608590416829,nan
113,0.6481940527864336,0.6159403948709645,0.6890590035231077,nan
114,0.6483188442173409,0.6157759905898771,0.6888559113873495,nan
115,0.6485511997743032,0.610630136591839,0.6926046980160546,nan
116,0.6484816209423389,0.6101117150921431,0.6923130278255707,nan
117,0.6488493599833685,0.6105183416806994,0.6916261816321482,nan
118,0.6488521601813303,0.6105150535950777,0.6915379550602841,nan
119,0.6488521601813303,0.6105150535950777,0.6915379550602841,nan
120,0.6488521601813303,0.6105150535950777,0.6915379550602841,nan
121,0.6675983781140834,0.6177429556693981,0.6986131461732826,nan
122,0.6675994524139167,0.6180095667653539,0.6987889295268145,nan
123,0.6679529922937121,0.6157643595513776,0.7013367600677738,nan
124,0.667896546187747,0.6156026012412095,0.7014904973726127,nan
125,0.6679119726103655,0.6156534472625081,0.7015006516891625,nan
126,0.6679119726103655,0.6156534472625081,0.7015006516891625,nan
127,0.6679119726103655,0.6156534472625081,0.7015006516891625,nan
128,0.6679119726103655,0.6156534472625081,0.7015006516891625,nan
129,0.6679119726103655,0.6156534472625081,0.7015006516891625,nan
130,0.6679119726103655,0.6156534472625081,0.7015006516891625,nan
131,0.6679119726103655,0.6156534472625081,0.7015006516891625,nan
132,0.6679119726103655,0.6156534472625081,0.7015006516891625,nan
133,0.6679119726103655,0.6156534472625081,0.7015006516891625,nan
134,0.6679119726103655,0.6156534472625081,0.7015006516891625,nan
135,0.6679119726103655,0.6156534472625081,0.7015006516891625,nan
136,0.6679119726103655,0.6156534472625081,0.7015006516891625,nan
137,0.668160885859624,0.6134087808113938,0.7023796907325758,nan
138,0.6682876861281996,0.6133484992416617,0.7027678143761815,nan
139,0.6682876861281996,0.6133484992416617,0.7027678143761815,nan
140,0.6682876861281996,0.6133484992416617,0.7027678143761815,nan
141,0.6682876861281996,0.6133484992416617,0.7027678143761815,nan
142,0.6682876861281996,0.6133484992416617,0.7027678143761815,nan
143,0.6696745484929388,0.6171405005811738,0.7006857169391435,nan
144,0.6696743607069172,0.6171405005811738,0.7006934157464245,nan
145,0.6696743607069172,0.6171405005811738,0.7006934157464245,nan
146,0.6696743607069172,0.6171405005811738,0.7006934157464245,nan
147,0.6696743607069172,0.6171405005811738,0.7006934157464245,nan
148,0.6696743607069172,0.6171405005811738,0.7006934157464245,nan
149,0.6696743607069172,0.6171405005811738,0.7006934157464245,nan
150,0.6696743607069172,0.6171405005811738,0.7006934157464245,nan
151,0.6696743607069172,0.6171405005811738,0.7006934157464245,nan
152,0.6696743607069172,0.6171405005811738,0.7006934157464245,nan
153,0.6696743607069172,0.6171405005811738,0.7006934157464245,nan
154,0.6696743607069172,0.6171405005811738,0.7006934157464245,nan
155,0.6696743607069172,0.6171405005811738,0.7006934157464245,nan
156,0.6696743607069172,0.6171405005811738,0.7006934157464245,nan
157,0.6696743607069172,0.6171405005811738,0.7006934157464245,nan
158,0.6696743607069172,0.6171405005811738,0.7006934157464245,nan
159,0.6696743607069172,0.6171405005811738,0.7006934157464245,nan
160,0.6696743607069172,0.6171405005811738,0.7006934157464245,nan
161,0.6696743607069172,0.6171405005811738,0.7006934157464245,nan
162,0.6696743607069172,0.6171405005811738,0.7006934157464245,nan
163,0.6696743607069172,0.6171405005811738,0.7006934157464245,nan
164,0.6696743607069172,0.6171405005811738,0.7006934157464245,nan
165,0.6696743607069172,0.6171405005811738,0.7006934157464245,nan
166,0.6696743607069172,0.6171405005811738,0.7006934157464245,nan
167,0.6696743607069172,0.6171405005811738,0.7006934157464245,nan
168,0.6696743607069172,0.6171405005811738,0.7006934157464245,nan
169,0.6696743607069172,0.6171405005811738,0.7006934157464245,nan
170,0.6696743607069172,0.6171405005811738,0.7006934157464245,nan
171,0.6696743607069172,0.6171405005811738,0.7006934157464245,nan
172,0.6696743607069172,0.6171405005811738,0.7006934157464245,nan
173,0.6696743607069172,0.6171405005811738,0.7006934157464245,nan
174,0.6696743607069172,0.6171405005811738,0.7006934157464245,nan
175,0.669636923277645,0.6170846031256041,0.7005710810426111,nan
176,0.669636923277645,0.6170846031256041,0.7005710810426111,nan
177,0.669636923277645,0.6170846031256041,0.7005710810426111,nan
178,0.669636923277645,0.6170846031256041,0.7005710810426111,nan
179,0.669636923277645,0.6170846031256041,0.7005710810426111,nan
180,0.669636923277645,0.6170846031256041,0.7005710810426111,nan
181,0.669636923277645,0.6170846031256041,0.7005710810426111,nan
182,0.6696366135556576,0.6171153609996198,0.7005743010179868,nan
183,0.6696366135556576,0.6171153609996198,0.7005743010179868,nan
184,0.6696366135556576,0.6171153609996198,0.7005743010179868,nan
185,0.6696716295932637,0.6173394322996111,0.7001923785307096,nan
186,0.6697676139645041,0.6172588673378165,0.7002416233672394,nan
187,0.6698355669685288,0.6172465641882102,0.7003214843883451,nan
188,0.6698355669685288,0.6172465641882102,0.7003214843883451,nan
189,0.6698355669685288,0.6172465641882102,0.7003214843883451,nan
190,0.6698355669685288,0.6172465641882102,0.7003214843883451,nan
191,0.6698355669685288,0.6172465641882102,0.7003214843883451,nan
192,0.6698355669685288,0.6172465641882102,0.7003214843883451,nan
193,0.6698355669685288,0.6172465641882102,0.7003214843883451,nan
194,0.6698355669685288,0.6172465641882102,0.7003214843883451,nan
195,0.6698355669685288,0.6172465641882102,0.7003214843883451,nan
196,0.6698355669685288,0.6172465641882102,0.7003214843883451,nan
197,0.6698334972569917,0.6172509483023725,0.7003129493149147,nan
198,0.6698334972569917,0.6172509483023725,0.7003129493149147,nan
199,0.6698334972569917,0.6172509483023725,0.7003129493149147,nan
200,0.6698334972569917,0.6172509483023725,0.7003129493149147,nan
201,0.6698334972569917,0.6172509483023725,0.7003129493149147,nan
202,0.6698334972569917,0.6172509483023725,0.7003129493149147,nan
203,0.6698334972569917,0.6172509483023725,0.7003129493149147,nan
204,0.6698334972569917,0.6172509483023725,0.7003129493149147,nan
205,0.6698334972569917,0.6172509483023725,0.7003129493149147,nan
206,0.6698334972569917,0.6172509483023725,0.7003129493149147,nan
207,0.6684130328934718,0.6169773631196118,0.7004152006429626,nan
208,0.6684130328934718,0.6169773631196118,0.7004152006429626,nan
209,0.6684130328934718,0.6169773631196118,0.7004152006429626,nan
210,0.6684130328934718,0.6169773631196118,0.7004152006429626,nan
211,0.6684130328934718,0.6169773631196118,0.7004152006429626,nan
212,0.6684130328934718,0.6169773631196118,0.7004152006429626,nan
213,0.6684130328934718,0.6169773631196118,0.7004152006429626,nan
214,0.6684130328934718,0.6169773631196118,0.7004152006429626,nan
215,0.6684130328934718,0.6169773631196118,0.7004152006429626,nan
216,0.6684130328934718,0.6169773631196118,0.7004152006429626,nan
217,0.6684130328934718,0.6169773631196118,0.7004152006429626,nan
218,0.6684130328934718,0.6169773631196118,0.7004152006429626,nan
219,0.6684130328934718,0.6169773631196118,0.7004152006429626,nan
220,0.6684130328934718,0.6169773631196118,0.7004152006429626,nan
221,0.6684130328934718,0.6169773631196118,0.7004152006429626,nan
222,0.6684130328934718,0.6169773631196118,0.7004152006429626,nan
223,0.6684130328934718,0.6169773631196118,0.7004152006429626,nan
224,0.6684130328934718,0.6169773631196118,0.7004152006429626,nan
225,0.6684130328934718,0.6169773631196118,0.7004152006429626,nan
226,0.6684821190684934,0.6151186585632433,0.698798423882266,nan
227,0.6684821190684934,0.6151186585632433,0.698798423882266,nan
228,0.6684821190684934,0.6151186585632433,0.698798423882266,nan
229,0.668486879162991,0.6150909643576263,0.698805321474697,nan
230,0.668486879162991,0.6150909643576263,0.698805321474697,nan
231,0.668486879162991,0.6150909643576263,0.698805321474697,nan
232,0.668486879162991,0.6150909643576263,0.698805321474697,nan
233,0.6689920357243583,0.6138114367985713,0.6991143428285073,nan
234,0.6689920357243583,0.6138114367985713,0.6991143428285073,nan
235,0.6689920357243583,0.6138114367985713,0.6991143428285073,nan
236,0.6689920357243583,0.6138114367985713,0.6991143428285073,nan
237,0.6689920357243583,0.6138114367985713,0.6991143428285073,nan
238,0.6689920357243583,0.6138114367985713,0.6991143428285073,nan
239,0.6689920357243583,0.6138114367985713,0.6991143428285073,nan
240,0.6689920357243583,0.6138114367985713,0.6991143428285073,nan
241,0.6693170579778831,0.6140021356174689,0.6997433445685284,nan
242,0.6693170579778831,0.6140021356174689,0.6997433445685284,nan
243,0.6693170579778831,0.6140021356174689,0.6997433445685284,nan
244,0.669405142465943,0.6124457750898407,0.6985436147930932,nan
245,0.669405142465943,0.6124457750898407,0.6985436147930932,nan
246,0.669405142465943,0.6124457750898407,0.6985436147930932,nan
247,0.669405142465943,0.6124457750898407,0.6985436147930932,nan
248,0.669405142465943,0.6124457750898407,0.6985436147930932,nan
249,0.6697875967553354,0.6122966267606975,0.6989475418781889,nan
250,0.6697875967553354,0.6122966267606975,0.6989475418781889,nan
251,0.6697875967553354,0.6122966267606975,0.6989475418781889,nan
252,0.6697875967553354,0.6122966267606975,0.6989475418781889,nan
253,0.6697875967553354,0.6122966267606975,0.6989475418781889,nan
254,0.6703829346014122,0.6100298979918728,0.7017468979072126,nan
255,0.670596878026711,0.6098343601158505,0.7013640930477829,nan
256,0.670596878026711,0.6098343601158505,0.7013640930477829,nan
257,0.670596878026711,0.6098343601158505,0.7013640930477829,nan
258,0.670596878026711,0.6098343601158505,0.7013640930477829,nan
259,0.670596878026711,0.6098343601158505,0.7013640930477829,nan
260,0.670596878026711,0.6098343601158505,0.7013640930477829,nan
261,0.670596878026711,0.6098343601158505,0.7013640930477829,nan
262,0.670596878026711,0.6098343601158505,0.7013640930477829,nan
263,0.670596878026711,0.6098343601158505,0.7013640930477829,nan
264,0.670596878026711,0.6098343601158505,0.7013640930477829,nan
265,0.670596878026711,0.6098343601158505,0.7013640930477829,nan
266,0.670596878026711,0.6098343601158505,0.7013640930477829,nan
267,0.670596878026711,0.6098343601158505,0.7013640930477829,nan
268,0.670596878026711,0.6098343601158505,0.7013640930477829,nan
269,0.670596878026711,0.6098343601158505,0.7013640930477829,nan
270,0.670596878026711,0.6098343601158505,0.7013640930477829,nan
271,0.670596878026711,0.6098343601158505,0.7013640930477829,nan
272,0.670596878026711,0.6098343601158505,0.7013640930477829,nan
273,0.670596878026711,0.6098343601158505,0.7013640930477829,nan
274,0.6705956605493363,0.6098069594023359,0.7013773722213645,nan
275,0.6705956605493363,0.6098069594023359,0.7013773722213645,nan
276,0.6705956605493363,0.6098069594023359,0.7013773722213645,nan
277,0.6705956605493363,0.6098069594023359,0.7013773722213645,nan
278,0.6705956605493363,0.6098069594023359,0.7013773722213645,nan
279,0.6705956605493363,0.6098069594023359,0.7013773722213645,nan
280,0.6705956605493363,0.6098069594023359,0.7013773722213645,nan
281,0.6705956605493363,0.6098069594023359,0.7013773722213645,nan
282,0.6705956605493363,0.6098069594023359,0.7013773722213645,nan
283,0.6705956605493363,0.6098069594023359,0.7013773722213645,nan
284,0.6705956605493363,0.6098069594023359,0.7013773722213645,nan
285,0.6705767055637104,0.60980183309,0.7013759269342932,nan
286,0.6705767055637104,0.60980183309,0.7013759269342932,nan
287,0.6705767055637104,0.60980183309,0.7013759269342932,nan
288,0.6705767055637104,0.60980183309,0.7013759269342932,nan
289,0.6705767055637104,0.60980183309,0.7013759269342932,nan
290,0.6705767055637104,0.60980183309,0.7013759269342932,nan
291,0.6705767055637104,0.60980183309,0.7013759269342932,nan
292,0.6706696841043127,0.6098992330243831,0.7014371582595826,nan
