nb_variables,CI_train,CI_test,cdAUC_train,cdAUC_test,ConfInt
171,0.601413544385493,0.604684782056977,0.6137331970586963,nan,2.4589832050457665e-06
172,0.6014141090010674,0.6046849861000083,0.613734600749315,nan,2.5856967489953905e-06
173,0.6014184180233435,0.6046832672990121,0.613636003952721,nan,2.577495545757939e-06
174,0.6014188171352066,0.6046834053697454,0.6136387373435261,nan,2.750130229397346e-06
175,0.6014184361061609,0.6046814859156433,0.6136371098788828,nan,2.088167161605854e-06
176,0.6014197001737553,0.6046836140019559,0.6136359723947059,nan,3.0910006665562984e-06
177,0.6014199055269512,0.6046824571158244,0.6136356432946246,nan,2.9228437951873636e-06
178,0.6014200622229829,0.6046836662260436,0.6136359721123733,nan,3.636141341695353e-06
179,0.6014195823582098,0.6046821151994435,0.6136376247639193,nan,3.1790597730469352e-06
180,0.6014200712151707,0.6046829509528415,0.6136359289173383,nan,2.383431712248726e-06
181,0.6014200787570518,0.6046821200421941,0.6136354034843967,nan,2.7994236511124256e-06
182,0.6014200920514929,0.6046825184749114,0.6136364543496233,nan,3.044488604556555e-06
183,0.6014201569348165,0.6046826838855679,0.6136369974249359,nan,2.5385609273426913e-06
184,0.6014194712556746,0.6046820728982503,0.6136369196817306,nan,3.1976974822346496e-06
185,0.6014202578042399,0.6046832445741489,0.6136382089616343,nan,3.3839093899622735e-06
186,0.6014200122324297,0.604682287064066,0.6136384474656034,nan,3.358223823753719e-06
187,0.6014191369252482,0.604681989894137,0.6136388265917876,nan,2.854171273901331e-06
188,0.6014203041378849,0.6046829282454447,0.6136364432282234,nan,2.3877414186316186e-06
189,0.6014197734533341,0.60468122267535,0.6136368184733346,nan,2.9249920816181e-06
190,0.6014211206651272,0.6046831245919295,0.6136344648570109,nan,3.024632381522242e-06
191,0.6014184654452376,0.6046827318014321,0.6136371635638307,nan,3.0104453991033703e-06
192,0.6014198354817057,0.6046823896007114,0.6136371957603955,nan,3.0438062402834775e-06
193,0.6014184122253843,0.6046810116225165,0.6136364663867047,nan,2.9026769188514363e-06
194,0.601420093969267,0.604681235451111,0.6136366980190882,nan,2.6466411687691187e-06
195,0.601419719265848,0.6046832886695162,0.6136363449284417,nan,2.584449720291169e-06
196,0.601419400144533,0.6046820390467158,0.6136367507004155,nan,3.047020807724802e-06
197,0.6015092404999364,0.6045166866263598,0.6129048560100553,nan,2.889532399892838e-06
198,0.6015083533734377,0.6045177684246502,0.6129058910266029,nan,2.4224459060276533e-06
199,0.601509893983241,0.6045158464922835,0.612903810037398,nan,2.8455525854195593e-06
200,0.601510010057773,0.6045171261145033,0.6129045572562398,nan,2.924812168147599e-06
201,0.6015083890752473,0.6045170971579541,0.6129069832011732,nan,2.7521660236942098e-06
202,0.6015092239471876,0.6045160170651586,0.6129055508928082,nan,2.692169824853639e-06
203,0.601508364244401,0.6045163564337119,0.612907640054924,nan,3.207619180221085e-06
204,0.6015092324139781,0.6045170806382225,0.6129010321730903,nan,2.5911666612865224e-06
