Feat_nb,CI_train,CI_test,cdAUC_train,cdAUC_test,ConfInt
33,0.6408243681167949,0.5956567832125226,nan,nan,1.3762467196820668e-17
34,0.6407354126255866,0.5987733143778343,nan,nan,2.7524934393641335e-17
35,0.6407354126255866,0.5987733143778343,nan,nan,2.7524934393641335e-17
36,0.6476409486473231,0.5987042058774887,nan,nan,4.1287401590462e-17
37,0.6476409486473231,0.5987042058774887,nan,nan,4.1287401590462e-17
38,0.6476409486473231,0.5987042058774887,nan,nan,4.1287401590462e-17
39,0.6465066372662547,0.6011432302677328,nan,nan,2.7524934393641335e-17
40,0.6465066372662547,0.6011432302677328,nan,nan,2.7524934393641335e-17
41,0.6474614779756596,0.6053473380982848,nan,nan,4.1287401590462e-17
42,0.6516734666110795,0.6085765673586632,nan,nan,2.7524934393641335e-17
43,0.6463192831240612,0.6123084263773225,nan,nan,4.1287401590462e-17
44,0.6480840221277956,0.6182704859979189,nan,nan,4.1287401590462e-17
45,0.6467412269040672,0.6182704859979189,nan,nan,4.1287401590462e-17
46,0.6460296476725537,0.6115453397990883,nan,nan,6.881233598410334e-17
47,0.645986165630637,0.6145642077236166,nan,nan,6.881233598410334e-17
48,0.6457673380415279,0.6161311592905683,nan,nan,5.504986878728267e-17
49,0.6474585801271099,0.6168222442940237,nan,nan,5.504986878728267e-17
50,0.6474585801271099,0.6168222442940237,nan,nan,5.504986878728267e-17
51,0.6501641231714853,0.62447331641878,nan,nan,6.881233598410334e-17
52,0.6501641231714853,0.62447331641878,nan,nan,6.881233598410334e-17
53,0.6518308642681454,0.6247790630659901,nan,nan,5.504986878728267e-17
54,0.6519231113225292,0.6249252618963994,nan,nan,5.504986878728267e-17
55,0.6519231113225292,0.6249252618963994,nan,nan,5.504986878728267e-17
56,0.6519231113225292,0.6249252618963994,nan,nan,5.504986878728267e-17
57,0.6519231113225292,0.6249252618963994,nan,nan,5.504986878728267e-17
58,0.6519231113225292,0.6249252618963994,nan,nan,5.504986878728267e-17
59,0.6519231113225292,0.6249252618963994,nan,nan,5.504986878728267e-17
60,0.6519231113225292,0.6249252618963994,nan,nan,5.504986878728267e-17
61,0.6519231113225292,0.6249252618963994,nan,nan,5.504986878728267e-17
62,0.6559148929485932,0.6325276010776859,nan,nan,5.504986878728267e-17
63,0.6559148929485932,0.6325276010776859,nan,nan,5.504986878728267e-17
64,0.6556259370143731,0.6285193080576444,nan,nan,5.504986878728267e-17
65,0.6558439755065532,0.6289579045488726,nan,nan,4.1287401590462e-17
66,0.6558525002923681,0.628822403193859,nan,nan,4.1287401590462e-17
67,0.6558525002923681,0.628822403193859,nan,nan,4.1287401590462e-17
68,0.6558610250781827,0.628822403193859,nan,nan,4.1287401590462e-17
69,0.6558610250781827,0.628822403193859,nan,nan,4.1287401590462e-17
70,0.6610792293020387,0.6371154232353241,nan,nan,2.7524934393641335e-17
71,0.6661019633350985,0.6396033292477636,nan,nan,4.1287401590462e-17
72,0.6661104620390462,0.6396033292477636,nan,nan,4.1287401590462e-17
73,0.6590238147302048,0.6220819617263962,nan,nan,5.504986878728267e-17
74,0.6590153982844698,0.6220819617263962,nan,nan,5.504986878728267e-17
75,0.6608170412631585,0.6082602616572876,nan,nan,4.1287401590462e-17
76,0.6655739766488443,0.6127885635440802,nan,nan,2.7524934393641335e-17
77,0.6655739766488443,0.6127885635440802,nan,nan,2.7524934393641335e-17
78,0.6655739766488443,0.6127885635440802,nan,nan,2.7524934393641335e-17
