nb_variables,CI_train,CI_test,cdAUC_train,cdAUC_test,ConfInt
163,0.6230974140676546,0.6084756962521828,0.6218458560670792,0.6172036624017294,3.771991822382687e-05
164,0.6230916539286945,0.6085022566771496,0.6218416361505771,0.6172291514024248,2.4693482924037747e-05
165,0.6231185185733127,0.6084348603097286,0.6219027363068675,0.6171680645414452,6.76999770957829e-05
166,0.6231008060703742,0.6084348603097286,0.6218693662693848,0.6171680645414452,6.76999770957829e-05
167,0.6231007262720741,0.6084747009471787,0.6218660271797593,0.6172266771902606,5.946881612110823e-05
168,0.6231032398983611,0.608392033757266,0.6218932695527519,0.617137737962679,0.0001119402641331148
169,0.6231099043125707,0.6084747009471787,0.6218974741534135,0.6172266771902606,5.946881612110823e-05
170,0.6231143712535603,0.608449135827216,0.6218975416239628,0.617178173401034,4.115580487338705e-05
171,0.6230973747716307,0.6084451546071996,0.621899454852171,0.6171887159640699,8.33848560122152e-05
172,0.6231045413490779,0.6084215800972451,0.6218925946822298,0.6171553200410975,6.686846097973514e-05
173,0.6231023609801072,0.6084614207346954,0.6218583877161805,0.6171935535421407,6.426409044622272e-05
174,0.6231077058805466,0.608420584792241,0.6219177130675387,0.6171579556818566,9.424414931818285e-05
175,0.6230957793499134,0.6084614207346954,0.6218970213298255,0.6171935535421407,6.426409044622272e-05
176,0.6231076850331625,0.608392033757266,0.6218713645927293,0.617137737962679,0.0001119402641331148
177,0.6230923131613578,0.6084756962521828,0.6218556368877584,0.6172036624017294,3.771991822382687e-05
178,0.6230891700220228,0.608420584792241,0.6218717692234763,0.6171579556818566,9.424414931818285e-05
179,0.6231100360584081,0.6084328696997204,0.6219035210596888,0.6171733358229632,9.43751290637687e-05
180,0.6231029693431297,0.6084461499122037,0.6218634316271012,0.6171860803233109,8.957985473865421e-05
181,0.6231208632900668,0.6084624160396995,0.6218563172524549,0.6171909179013817,4.032428875733929e-05
182,0.6231092291065161,0.6084756962521828,0.6218634194989121,0.6172036624017294,3.771991822382687e-05
183,0.6230931085756437,0.6084594301246872,0.6218326065146285,0.6171988248236586,8.134869376397957e-05
184,0.6231068374541555,0.6084328696997204,0.6219080191613778,0.6171733358229632,9.437512906376868e-05
185,0.6231000060302069,0.6084348603097286,0.6218582177832999,0.6171680645414452,6.76999770957829e-05
186,0.6231067305370181,0.6083767629347744,0.6218669760728175,0.6171302647438492,0.00012141807440339432
187,0.6231026747906698,0.6083940243672743,0.6219054833584798,0.6171324666811611,9.080826266862267e-05
188,0.623099871915441,0.608449135827216,0.621858736966715,0.617178173401034,4.115580487338705e-05
189,0.6230975610321501,0.608420584792241,0.621864484813038,0.6171579556818566,9.424414931818285e-05
190,0.6230939835263501,0.608420584792241,0.6218612313376436,0.6171579556818566,7.654803450324816e-05
191,0.623099156889369,0.6084756962521828,0.6218733251858406,0.6172036624017294,3.771991822382687e-05
192,0.6231092920676661,0.608391038452262,0.6219096305833467,0.6171607527512102,0.00011165960814807172
193,0.6231119138961341,0.6084594301246872,0.6218914737264645,0.6171988248236586,8.134869376397957e-05
